id;question;answers.a;answers.b;answers.c;answers.d;answers.e;correct_answers;nbr_correct_answers
733e35a610b99d7fc0969a5e387e7818d52b28e51faa6ecd3a7a2a0436d1cf72;Parmis les propositions suivantes concernant l'ictère physiologique du nouveau-né, indiquez celle(s) qui est (sont) inexacte(s):;Est une cause d'anémie;Evolue toujours vers un ictère nucléaire;Est fréquent chez le prématuré;Est dû à une immaturité enzymatique;Est dû à une hyperbilirubinémie conjuguée;a|b|e;3
7ed2d2556606aacdcf905a56e562aea86d3b830d937057080b16423b145ed5c5;Parmi les propositions suivantes concernant les marqueurs de l'inflammation, indiquez celle(s) qui est (sont) exacte(s) :;L'haptoglobine est souvent diminuée;Orosomucoïde est une protéine de la réaction inflammatoire à cinétique rapide;Albumine et la préalbumine peuvent être diminuées dans les syndromes inflammatoires;Lors d'inflammation chronique, on peut retrouver une thrombopénie et une anémie;La CRP est une protéine de l'inflammation à large amplitude et à demi-vie courte;c|e;2
5960a918e9ac35ee6f2bd72639c42ecb34ebd08796fc704ae4e3c8acf181ff97;Concernant le traitement de l'asthme, quelles sont les réponses inexactes :;Les glucocoticoïdes oraux sont utilisés en traitement de fond des asthmes sévères (stade IV).;Terbutaline est un béta 2 mimétique inhalé à longue durée d'action utilisé dans le traitement de fond de l'asthme persistant modéré (stade III).;La prise en charge de l'asthme aigue grave est une urgence vitale nécessitant l'administration d'un glucocorticoïde IV, un béta 2 d'action brève nébulisé et une ventilation mécanique.;La théophylline est un médicament à marge thérapeutique étroite utilisé par voie inhalée pour le traitement de fond des asthmes modérés à sévère non contrôlés par des doses correctes de béta 2 mimétique.;Le Bambutérol, la théophylline, le cromoglycate disodique et le montélukast sont utilisés dans le traitement de l'asthme pour leur action bronchodilatatrice.;b|d|e;3
7b0d5e08f79106253e7a9377b0fa024692da3fd173747652fcb71891d970b039;Concernant les traitements antalgiques, quelles sont les réponses exactes ?;L'action synergique du tramadol et de la morphine est souvent utilisée dans la prise en charge des douleurs cancéreuses.;La morphine sulfate est administrée par voie orale.;Sédation, tachycardie, dépendance physique et psychique, constipation et nausées sont des effets indésirables fréquents du fentanyl.;La posologie de la morphine à durée d'action brève doit être comprise entre le 1/10 et le 1/6 de la dose journalière de morphine LP.;Un intervalle de 2h doit être respecté entre de 2 prises d'ACTISKENAN;b|d;2
d3141682241d33115096c616aff999100511c6cdd79f99ec7ec3b09bf3133fc1;Quelles sont les réponses exactes concernant l'intoxication au plomb ?;Le plomb est éliminé par l'organisme à 75 % par le rein et à 15 % de manière fécale.;Lors d'une intoxication chronique, les hématies ponctuées observées sur frottis sont dues à l'inhibition de la pyrimidine 5'nucleotidase par le plomb.;Les granulations des hématies ponctuées peuvent être mises en évidence par une coloration de Perls.;Les granulations observées dans les hématies ponctuées correspondent à des agrégats de fer.;L'anémie observée dans le saturnisme est hémolytique et régénérative.;b|e;2
b04974bfcb508ccfc254e9d7a7679b4827b4c174ccc58033762a5e8ca80d40ff;Concernant l'herpès simplex virus, cochez les réponses fausses.;HSV est un virus à ADN monocaténaire, enveloppé et très fragile dans l'environnement.;Lors de la phase de latence, HSV-1 reste dans les ganglions de Gasser et HSV-2 dans les ganglions sacrés.;Le passage transplacentaire de HSV-2 est très rare;HSV 1 et HSV 2 peuvent être responsables d'encéphalite herpétique chez les patients immunodéprimés.;L'herpès néonatal est plus grave si la primo infection à lieu en début de grossesse.;a|e;2
6aed30137ef303e0cb1ab242685d3e534f30f521079fc5b54ef7ac198d2c1d9e;Concernant les antiviraux, quelles sont les réponses vraies ?;Ganciclovir (CYMEVAN) est indiqué dans les infections à CMV chez les patients VIH et immunodéprimé. Son effet est indésirable majeur est sa néphrotoxicité.;L'aciclovir (ZOVIRAX) est une prodrogue.;L'utilisation d'un moyen de contraception efficace est obligatoire lors d'un traitement par valganciclovir.;Foscarnet (FOSACAVIR) est un analogue des pyrophosphates. Il nécessite la présence de thymidine kinase pour être actif.;Cidofovir est contre indiqué en cas d'insuffisance rénale modérée.;b|c|e;3
992f5a68a0155aa573f16234f036d77afaf66687b368992905eb67b03d1c632d;Parmi ces béta-bloquants, lequel n'est pas un béta-bloquant cardiosélectif ?;Atenolol;Propranolol;Métoprolol;Acébutolol;Bisoprolol;b;1
a40bf39a9704f7749adfb6dddb028276c5963d22c406c0db0e3d4840dc2bda79;Cochez la (ou les) propositions(s) possible(s) concernant les produits sanguins :;Les plaquettes se conservent environ 5 jours à température ambiante;Les Médicaments dérivés du sang et les Produits Sanguins Labiles sont soumis aux règles de pharmacovigilance;Les Concentrés de Globules Rouges se conservent environ 4 jours à - 40°C;La déleucocytation ne s'applique pas systématiquement aux Produits Sanguins Labiles;La thrombopoïétine peut être dans certains cas une alternative à la transfusion de concentrés de plaquettes;a|e;2
3682ae762495ba015d248a21315c4a9e624357af17ef7d82b730d139fe4e8a6b;Parmi les propositions suivantes concernant l'intoxication à l'éthylène glycol, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :;Le métabolisme oxydatif toxifiant est hépatique et rénal;Seule l'ADH intervient dans le métabolisme;L'acide oxalique est responsable de la formation de cristaux d'oxalate de calcium, en lien avce l'atteinte rénale;On utilise comme antidote l'éthanol en 1ère intention;L'éthylène glycol est une molécule tératogène;a|c|e;3
2583757c62b4f4c1555960664854064f5480404937c2397b58dfa29e2986df63;Quels sont les caractéristiques des agranulocytoses médicamenteuses de type I :;Elles sont d'origines immunologiques;Elles sont doses-dépendantes;Elles n'ont jamais lieu à la première introduction;Le début peut être insidieux;Le taux de polynucléaires neutrophiles est inférieur à 0,5 G/L;a|c|e;3
f49e7b922155f91334f05a1ff7443d2f2096bc91917a13ac39ff6e16f1774bac;Parmi les propositions suivantes concernant le virus de l'hépatite C, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) :;C'est un virus à ADN;Il y a un passage à la chronicité dans environ 80% des cas;Un taux d'Ac anti HBc signe le contact avec le virus;Le dépistage se fait par sérologie par deux techniques différentes confirmé sur un deuxième prélèvement en cas de positivité;L'hépatite C aigue est fréquemment asymptomatique;b|d|e;3
b50dc0265060b600f6d2ffc68c29bf09091ea9ca709e6f94ce419e5bc19f4bbf;Concernant le métabolisme de l'acide urique, quelle(s) est (sont) la (les) proposition(s) exacte(s) :;L'élimination digestive de l'acide urique se fait par uricolyse en allantoïne par la flore bactérienne;L'acide urique est issu des bases pyrimidiques Adénine et Guanine;L'Adénine et la Guanine sont dégradées en acide inosinique puis en hypoxanthine etxanthine avant de donner de l'acide urique;L'Adénine peut directement donné de la xanthine par l'intermédiaire d'une guanase;L'acide urique subit principalement une élimination urinaire;a|c|e;3
19ff17b3ae271491d24a1f5d07509a8397b3b509ead3ecdc1708028e5b450354;Parmi les propositions suivantes, concernant la pancréatite aigue, laquelle (lesquelles) est (sont) exacte(s):;La valeur diagnostic de l'Amylase est supérieure à celle de la Lipase;Une hypertriglycéridémie supérieure à 10 g /L peut être une étiologie;Dans les formes graves, la pancréatite aigue peut aboutir à un phénomène de nécrose multiviscérale : on parle de pancréatite nécrotico-hémorragique;Le diagnostic peut faire intervenir en cas de doute des techniques d'imagerie;Le pronostic est évalué sur la base de score comme le score de Ranson ou le score d'Imrie;b|c|d|e;4
556419680ec0979a76452297d218fce76326e1107a3d303fa029816e6cd85f68;Parmi les propositions suivantes laquelle (lesquelles) est (sont) des facteurs vitamine K dépendants:;Facteur V;Protéine S;Prothrombine;Facteur VII;Fibrinogène;b|c|d;3
6cd9eb240c44df9791574ed5e8fd99da64c0feb25aa4021ea47c9e56964d836c;Parmi les propositions suivantes, concernant le traitement à l'héparine, laquelle (lesquelles) est (sont) exacte(s):;L'endocardite est une contre-indication au traitement;L'héparine de bas poids moléculaire à une activité principalement anti IIa;L'insuffisance rénale sévère est une contre indication au traitement par héparine non fractionnée;L'injection peut se faire en IM;La surveillance plaquettaire est indispensable car il y a un risque de CIVD;a;1
e6a97951fd333c3036579dbe117d6943ceeb7ab77130ea90dcd6e47caea36f4d;Un test de dépistage donne les résultats suivants : 30 vrais positifs, 180 vrais négatifs, 10 faux positifs et 20 faux négatifs. Quelle est la valeur prédictive positive du test ?;0.2;0.6;0.75;0.90;0.94;c;1
e7ad0f5f3d33b9d987de3b7b91457a1196a77fad7a4d8803aa56a4fb91e37916;Parmi ces métabolites de l'éthylène glycol, lequel n'est pas un métabolite toxique ?;Glycine;Acide glycolique;Acide oxalique;Aldéhyde glycolique;Glyoxalate;a;1
74df3c7e5ae70a2bef3fe1098299e4cfc14fe1c2d7970aa8968a29ddd2a452ab;Parmi les propositions suivantes concernant les polyglobulies, quelle est la réponse inexacte ?;Une hyperviscosité sanguine est souvent associée entraînant un risque thrombotique important;Hématocrite est supérieur à 60% chez l'homme et supérieur à 56% chez la femme;Dans la maladie de Vaquez une hyperplasie des trois lignées est retrouvée à la biopsie ostéomédullaire.;Dans la maladie de Vaquez, la VS est très élevée;Dans la maladie de Vaquez, l'EPO sérique est diminué;d;1
c05d71fb83497e6bb1fcc8304195f8dcfa2635d2e4ee338d22efe7b8ff4f1ec3;Parmi les médicaments suivants, quel est celui contre-indiqué pendant la grossesse ?;Méthylprednisolone;Acéclofénac;Labétalol;Métoclopramide;Pantoprazole;b;1
92bdf9b4856b4d73ebcfa94cd5d92f2860a7c335f2474e7cbe9bd8d136ab7ba6;Parmi les propositions suivantes, quelle est celle qui n'est pas un effet indésirable de la carbamazépine;Agranulocytose;Insuffisance hépatique;Vertiges;Anémie;Hypertrophie gingivale;e;1
45304ace7d119d03d8a39e1e971dbc1e16a6473d98d8079c26669a8125cb818c;Lequel de ces antibiotiques est particulièrement réputé pour allonger l'espace QT ?;Ceftriaxone;Amoxicilline;Ciprofloxacine;Linézolide;Ceftazidine;d;1
6703863d7b8781e56fb895da65a96b2d5d748d4c96a963e39c7ab894f8a2541b;Quelle est la molécule de choix dans le traitement d'une salmonellose aigue disséminée ?;Vibramycine;Vancomycine;Amoxicilline;Ofloxacine;Gentamycine;d;1
24d9f303a621b9d342f12cfc6887497a6ff8599d0468fe29f932edc7c2084ce6;Pseudomonas aruginosa peut donner plusieurs infections, sauf une. Laquelle ?;Infection du grand brûlé;Pneumonie chez un patient atteint de mucoviscidose.;Otite du nageur;Diarrhée cholériforme;Fonte purulente de l'oeil;d;1
afe15c2a9c190c68e00b2664094a739f2b69d2426c4cb73b2edb719d2eff408f;Le (les) médicaments suivant(s) est (sont) soumi(s) à la pharmacovigilance :;Substituts nicotiniques;Homéopathie;Compléments alimentaires;Médicaments dérivés du sang;Produits sanguins labiles;a|b|d;3
d7f358918cf22765c7833e2d8d40ebb462acd3572f8e3479d61bde01829660e7;Parmi les béta-bloquants suivants, lequel (lesquels) n'est (ne sont) pas cardiosélectif (s) :;Pindolol;Nébivolol;Aténolol;Céliprolol;Bisoprolol;a;1
b136d81d647fa5d33f8d055d685accfca29bcb5b639ff9a22e7db7be6b7aad4a;Parmi les propositions suivantes concernant les causes de cholestase intrahépatique, indiquez celle(s) qui est (sont) exacte(s) :;Lithiase de la voie biliaire principale;Atrésie des voies biliaires du nouveau-né;Cirrhose;Lymphome des voies biliaires;Rejet de greffe hépatique;c|e;2
620e970fa19e77c53607e98e3959ba6ce5600f6f56b1d9838f71500bc186de41;Parmi ces organes, quel(s) est (sont) celui (ceux) qui participe(nt) au métabolisme de la vitamine D3 (cholécalciférol);Poumons;Foie;Reins;Peau;Pancréas;b|c|d;3
9050d519d8a3d12b7579eaead9f39b83318711a3ab296dbb3c60f17a3dd72072;Une hyponatriurie s'observe généralement au cours :;Du syndrome néphrotique;De la cirrhose avec ascite;De l'hypoaldostéronisme;De l'insuffisance rénale fonctionnelle;Des régimes désodés;a|b|d|e;4
df62998f0ded26ce16cb02d926e7f4c90b176f0beccbdc2b83f430dac9e3e6f7;Parmi les vaccins suivants, lequel (lesquels) est (sont) inactivé(s) :;Polio orale;Grippe;Vaccin contre l'hépatite A;Vaccin contre l'hépatite C;Polio injectable;b|c|e;3
9c959a910444514195ef1c2f8e523a3d10c1f13d7b64610043b38b593812bb84;Parmi les propositions suivantes concernant les mélanges tampons, indiquez celle(s) qui est (sont) inexacte(s) :;Le pH du mélange tampon ne varie pas pour une faible dilution;Le pouvoir tampon augmente avec la dilution;Le pH d'un mélange tampon est indépendant de la température;Le pH d'un mélange tampon ne dépend que du pKa;Ils peuvent être constitués d'un acide faible et d'un de ses sels avec une base forte;b|c|d;3
5d99487a4ea0bb969e2d56d7edb22f5a748bb726f567304ba4c1e4476d844f08;Concernant les antibiotiques, quelle(s) est (sont) la (les) proposition(s) exacte(s) ?;La ciprofloxacine est une fluoroquinolone à activité antipneumococcique et a une action concentration dépendante.;L'oxacilline est une pénicilline M qui ne peut pas être dégradée par les béta-lactamases.;Les sulfamides anti bactériens ont une activité bactéricide. Ils agissent en inhibant la dihydrofolate synthétase.;La télithromycine est un apparenté aux macrolides qui a pour avantage de ne pas être reconnu par le mécanisme d'efflux des streptocoques.;Les tétracyclines agissent en inhibant la synthèse protéique par fixation sur la sous unité 50 S du ribosome.;b|d;2
03508bf54fbcc6c1ef1b38be9ac896b317b8d89c5666953d56815ddad1730ef0;Concernant la dénutrition, cochez les réponses fausses.;On parle de dénutrition chez une personne âgée lorsque l'IMC est inférieur à 21.;L'albumine est un marqueur de la dénutrition aigue car sa demi-vie est d'environ 20 jours.;La transferrine est un mauvais marqueur de dénutrition chronique car elle diminue lors d'une carence martiale.;La transthyrétine transporte les hormones thyroïdiennes et le rétinol.;La transthyrétine est un marqueur de renutrition.;b|c;2
1645bc9e1a04c3152b8014e0c89b2b54219cdb1e6aa9b4e0937090936be3a9c0;Parmi les propositions suivantes, cocher la (les) réponse(s) vraie(s) :;La phénytoïne est un anti arythmique de classe Ic dans la classification de Vaughan Williams.;L'amiodarone est un anti arythmique de classe Ib;Les inhibiteurs calciques sont des anti arythmiques de classe IV;La flécaïnide est un anti arythmique de classe Ic;L'amiodarone est contre indiqué chez la femme enceinte;c|d|e;3
cdc0d79ec407d5d3e749dbbba713b6c19d7ba3067737ad082a591754dcdd1397;Parmi ces couples toxiques/antidote, lesquels sont inexactes :;Methémoglobinisant/Bleu de méthylène;Benzodiazepine/Flumazenil;Contrathion/Pyridoxine;Méthanol/Fomépizole;Morphinomimétiques/Buprénorphine;c|e;2
af2b6e25a09b0f5562bb87ca9404d66b7faa9832785e5b9deb64614f54ce3949;Parmi les propositions suivantes, concernant la pression osmotique, laquelle (lesquelles) est (sont) exacte(s):;En milieu aqueux, l'osmolalité est égale à l'osmolarité;L'osmolarité est mesurée indirectement par la détermination du point de congélation;Dans le plasma, l'osmolarité est égale à l'osmolalité;L'osmolalité efficace est égale à l'osmolalité calculée - osmolalité mesurée;Un soluté hypertonique a une osmolalité efficace supérieure à celle du plasma;a|e;2
0d6e811a62e7d8c4889d6177075ad0d2aaf5dc763af8e618119cff69a901936f;Parmi les propositions suivantes laquelle (lesquelles) est (sont) des causes d'allongement du TCA associé à un allongement du TQ:;Hémophilie A;Hémophilie B;Afibrinogénémie;Insuffisance hépatique;Déficit en facteur VII;c|d;2
